GenOpt(R) Version 3.1.1, March 29, 2016

Lawrence Berkeley National Laboratory
http://simulationresearch.lbl.gov
Michael Wetter, MWetter@lbl.gov

GenOpt Copyright (c) 1998-2016, The Regents of the
University of California, through Lawrence Berkeley
National Laboratory (subject to receipt of any 
required approvals from the U.S. Dept. of Energy).
All rights reserved.
_______________________________________________________________

Results of Parametric algorithm
Start time: Fri Jun 05 22:25:03 CEST 2020

Main Iterations


Simulation Number	Main Iteration	Step Number	f(x)	settings.phi0	settings.height	settings.weight	settings.age	settings.HR_nominal	settings.HR_max	settings.V_PV_init	settings.heart_R_vlv	settings.heart_R_LA	settings.heart_R_RA	settings.heart_drive_offset	settings.heart_drive_offset_maxAct	settings.heart_drive_k_TS	settings.heart_drive_k_TS_maxAct	settings.heart_drive_k_TR	settings.heart_drive_k_TR_maxAct	settings.heart_drive_drive	settings.heart_atr_Tact	settings.heart_atr_Emin	settings.heart_atr_Emax	settings.heart_atr_sigma_a	settings.heart_vntr_Vw_factor	settings.heart_vntr_AmRef_factor	settings.heart_vntr_sigma_act_factor	settings.heart_vntr_sigma_actMaxAct_factor	settings.heart_vntr_k_passive_factor	settings.thoracic_pressure_ratio	settings.hydrostaticLevel_correction	settings.TPR	settings.TR_frac	settings.k_E	settings.R_vc	settings.tissues_nominal_pressure	settings.tissues_nominal_zpv	settings.tissues_nominal_stressed_volume	settings.tissues_nominal_cardiac_output	settings.Ra_factor	settings.tissues_Ra_tau	settings.tissuesCompliance_PhiEffect	settings.exercise_factor_on_tissue_compliance	settings.tissues_gamma	settings.exercise_factor	settings.veins_gamma	settings.veins_alpha	settings.veins_activation_tau	settings.venous_diameter_correction	settings.vessel_a	settings.vessel_b	settings.vessel_c	settings.vessel_d	settings.blood_mu	settings.blood_rho	settings.baro_d0	settings.baro_Ts	settings.baro_delta0_factor	settings.baro_delta0_aor	settings.baro_delta0_car	settings.baro_g	settings.baro_fsn	settings.baro_f1	settings.pulm_CO_target	settings.pulm_C_PV	settings.pulm_C_PA	settings.pulm_R_PA
106	106	1	0.27004849846194134	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.65	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
107	107	1	0.26741626399741253	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	270.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
108	108	1	0.27229398932005955	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	330.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
109	109	1	0.3546891326619987	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.225	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
110	110	1	0.3044554486825274	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.275	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
111	111	1	0.3189208405949715	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.54	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
112	112	1	0.2685979546230535	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.66	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
113	113	1	0.3104966023527973	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.4950000000000001	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
114	114	1	0.29688785386740746	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.6050000000000001	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
115	115	1	0.2694827875688791	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.486	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
116	116	1	0.2814503197986226	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.5940000000000001	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
117	117	1	0.31450706895521774	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.0324	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
118	118	1	0.3428480846583779	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.0396	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
119	119	1	0.31146767076503595	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.00279	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
120	120	1	0.34830960189345095	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0034100000000000003	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
121	121	1	0.27004412092740443	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4365.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
122	122	1	0.2700539104623847	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	5335.0	1.8751539396141E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
123	123	1	0.3407158124414045	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.68763854565269E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
124	124	1	0.3184504194376321	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	2.0626693335755098E-7	4.0503325095665E-8	2.1441532959301E7	Function evaluation successful.
125	125	1	0.32024253796696533	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	3.6452992586098505E-8	2.1441532959301E7	Function evaluation successful.
126	126	1	0.2656340784520703	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.455365760523151E-8	2.1441532959301E7	Function evaluation successful.
127	127	1	0.3310901389910351	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	1.92973796633709E7	Function evaluation successful.
128	128	1	0.30775455359767245	0.25	1.7	70.0	35.0	1.0	3.0	7.400000000000001E-5	133322.387415	1999835.811225	1999835.811225	0.0162625	7.6875E-4	0.14	0.13	0.45	0.08	1.0	0.1	0.05	0.15	0.125	0.90375	1.06	2.0	30.25	1.0	0.8	1.0	1.19490152E8	5.118955	0.358125	0.25	2666.4477483	0.002304	7.95E-4	1.05E-4	4.2625	1.2E-5	0.2	0.2	0.5	40.0	0.5	5.0	0.1	1.5	0.2802	-505.3	0.1324	-11.14	0.004	1050.0	1.5	300.0	0.25	0.6	0.55	0.54	0.036	0.0031	4850.0	1.8751539396141E-7	4.0503325095665E-8	2.35856862552311E7	Function evaluation successful.
